0,9,9,3.54627,3.60174,0.1557,0.1576,0.158026,0.2,0.2,0.112568,0.22011,0.237757,0.169815,0.171205,0.158026,0.165009,0.166991,0.385927,0.322333,0.200387,0.23145,0.112568,0.0812928,0.164745,5,2,2
1,13,22,3.645,3.71396,0.185515,0.1576,0.158026,0.0760489,0.2,0.112568,0.22124,0.252017,0.177612,0.174965,0.159806,0.17373,0.185515,0.379809,0.373373,0.242292,0.208075,0.143354,0.0776625,0.0760489,10,6,6
2,15,37,3.82924,3.97525,0.266884,0.1576,0.158026,0.23999,0.2,0.112568,0.226658,0.266884,0.17957,0.176844,0.163184,0.177137,0.190224,0.18961,0.23999,0.404795,0.239005,0.0964846,0.0365494,0.0262731,12,14,11
3,5,42,3.63837,3.65595,0.186279,0.1576,0.158026,0.073057,0.2,0.112568,0.238659,0.268162,0.180042,0.186532,0.164478,0.186279,0.208961,0.659772,0.119084,0.303513,1.18312,0.0457932,0.073057,0.00411064,12,17,13
4,6,48,3.69743,3.72333,0.186279,0.1576,0.158026,0.073057,0.2,0.112568,0.270367,0.289304,0.185853,0.20617,0.165033,0.19117,0.21247,0.826766,0.0426542,0.235516,5.4452,0.015905,0.0571133,0.00860872,13,20,15
5,8,56,3.75077,3.7925,0.186279,0.1576,0.158026,0.073057,0.2,0.112568,0.291001,0.313231,0.198489,0.209547,0.167075,0.200257,0.215235,1.62406,0.0681932,0.389698,12.4771,0.0132668,0.128782,0.0022414,15,23,18
6,7,63,3.86226,3.99187,0.186279,0.1576,0.171956,0.073057,0.2,0.0114757,0.294919,0.316626,0.220663,0.223233,0.171956,0.21462,0.226409,1.29671,0.0675531,0.203869,8.40776,0.0114757,0.134028,0.00723388,16,25,22
7,8,71,4.15402,4.26418,0.186279,0.1576,0.171956,0.073057,0.2,0.0114757,0.299414,0.338427,0.250606,0.22888,0.179016,0.214688,0.230122,1.11376,0.0468418,0.382595,7.80859,0.0159088,0.0780127,0.00938983,22,26,23
8,7,78,3.83826,3.84,0.186279,0.1576,0.237453,0.073057,0.2,4.88359,0.320944,0.351923,0.262843,0.237453,0.181913,0.227275,0.231545,1.53447,0.039083,0.147084,4.88359,0.0918501,0.050076,0.0050373,25,26,27
9,10,88,3.92075,3.93613,0.26935,0.1576,0.237453,0.0377649,0.2,4.88359,0.325133,0.355485,0.26935,0.239618,0.181916,0.240504,0.240377,0.443405,0.0156796,0.0377649,9.62292,0.0349123,0.0106408,0.00798377,28,31,29
10,10,98,3.78275,3.80669,0.194876,0.258466,0.194876,0.0211748,26.0645,0.0211748,0.325942,0.362708,0.283787,0.258466,0.194876,0.250801,0.256682,0.511068,0.0465556,0.0066342,26.0645,0.0211748,0.0165237,0.00138137,31,35,32
11,7,105,3.85978,3.86286,0.194876,0.258466,0.194876,0.0211748,26.0645,0.0211748,0.336429,0.367984,0.301444,0.269353,0.205174,0.272841,0.285725,0.953262,0.0310038,0.0131518,27.3506,0.0254678,0.00584605,0.00247995,34,35,36
12,9,114,3.97793,3.97333,0.215935,0.258466,0.194876,0.00781628,26.0645,0.0211748,0.340615,0.371915,0.317745,0.276254,0.215935,0.288001,0.295879,0.939847,0.0536678,0.00160147,15.1408,0.00781628,0.00546263,0.00547106,38,37,39
13,9,123,4.25108,4.43275,0.222819,0.258466,0.194876,0.029477,26.0645,0.0211748,0.360764,0.378832,0.323694,0.296675,0.222819,0.303338,0.30548,2.95513,0.0372925,0.000766228,4.57941,0.029477,0.0106899,0.00302747,40,41,42
14,4,127,3.89621,3.99995,0.222819,0.324718,0.194876,0.029477,0.00354793,0.0211748,0.423347,0.408127,0.364613,0.306571,0.229039,0.309924,0.324718,3.97978,0.0065111,0.000324493,1.42221,0.0274393,0.0202782,0.00354793,40,41,46
15,4,131,4.1878,4.36681,0.222819,0.324718,0.194876,0.029477,0.00354793,0.0211748,0.45585,0.411185,0.372075,0.309652,0.245905,0.311291,0.337222,3.55975,0.00752185,0.000304614,2.40022,0.00953678,0.0152885,0.00657754,42,42,47
16,3,134,4.32829,4.37024,0.322994,0.324718,0.194876,1.31281,0.00354793,0.0211748,0.47081,0.460684,0.38782,0.322994,0.251496,0.330348,0.339097,2.13565,0.0121921,0.0005256,1.31281,0.0207402,0.0266885,0.0197417,43,44,47
17,5,139,4.04197,4.09416,0.322994,0.324718,0.342896,1.31281,0.00354793,0.0636127,0.483238,0.524585,0.409183,0.326591,0.251724,0.333946,0.342896,1.2791,0.0773672,0.000741023,5.28276,0.00976066,0.0210292,0.0636127,43,47,49
18,10,149,4.22997,4.29446,0.322994,0.324718,0.342896,1.31281,0.00354793,0.0636127,0.484693,0.53792,0.410063,0.36131,0.253199,0.337838,0.365263,0.421382,0.152732,0.00167222,4.89477,0.0191284,0.0756103,0.0210625,44,52,53
19,7,156,4.36865,4.56426,0.322994,0.324718,0.342896,1.31281,0.00354793,0.0636127,0.495252,0.588599,0.411443,0.37072,0.259816,0.350904,0.417978,0.700776,0.416643,0.00387586,1.00057,0.0219694,0.111861,0.0633254,47,54,55
